Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2005-01-21,475.6522439289563,480.36167208666876,474.4748868895282,478.0069580078125,20113500,0.0,0.0
2005-01-24,476.8293951053431,478.0067516364674,474.4746820430945,475.65203857421875,16926000,0.0,0.0
2005-01-25,472.12009454789313,473.29745139215225,468.5880240151159,469.765380859375,29674000,0.0,0.0
2005-01-26,476.82952880859375,478.0068856698495,474.4748150860822,476.82952880859375,21599500,0.0,0.0
2005-01-27,478.0068398948917,478.0068398948917,469.7653426553246,472.12005615234375,21523000,0.0,0.0
2005-01-28,473.29737831000705,473.29737831000705,466.2332383352308,468.58795166015625,28007500,0.0,0.0
2005-01-31,470.94269177458125,474.47476196289057,468.5879783157083,474.4747619628906,24406000,0.0,0.0
2005-02-01,476.82952880859375,478.0068856698495,472.1201013635706,476.82952880859375,21812500,0.0,0.0
2005-02-02,478.0069580078125,479.1843150472406,474.4748868895282,478.0069580078125,21420000,0.0,0.0
2005-02-03,480.36167208666876,480.36167208666876,475.6522439289563,478.0069580078125,21361000,0.0,0.0
2005-02-04,473.29745822482636,476.82952880859375,469.765387641059,476.82952880859375,38266500,0.0,0.0
2005-02-07,475.65217194733793,478.0068856698495,472.1201013635706,476.82952880859375,31075000,0.0,0.0
2005-02-08,480.36171383119625,480.36171383119625,478.00699954771,479.1843566894531,25839500,0.0,0.0
2005-02-09,482.716190809199,489.7803301868946,481.5388342462498,486.2482604980469,53737500,0.0,0.0
2005-02-10,483.8936722095196,489.7804565429687,483.8936722095196,489.78045654296875,36131500,0.0,0.0
2005-02-11,489.7804565429687,489.7804565429687,489.7804565429687,489.78045654296875,0,0.0,0.0
2005-02-14,493.31250783064957,494.4898646512478,490.9577941894532,490.9577941894531,28443000,0.0,0.0
2005-02-15,493.3125271430382,493.3125271430382,488.6030996762789,489.78045654296875,19978500,0.0,0.0
2005-02-16,489.78043736885496,490.9577941894532,487.4257237276585,490.9577941894531,21701500,0.0,0.0
2005-02-17,486.24852419362486,489.78059579793694,483.8938097907502,485.0711669921875,24176000,0.0,0.0
2005-02-18,486.2483669070603,492.13515101005135,483.8936532658639,490.9577941894531,23579500,0.0,0.0
2005-02-21,490.9576867498439,490.9576867498439,485.0709039350976,486.2482604980469,29012500,0.0,0.0
2005-02-22,485.0710416388104,486.248398535992,479.1842571529025,481.5389709472656,34923500,0.0,0.0
2005-02-23,476.82952880859375,478.0068856698495,475.65217194733793,476.82952880859375,23801500,0.0,0.0
2005-02-24,476.8293951053431,478.0067516364674,472.1199689808459,475.65203857421875,26507000,0.0,0.0
2005-02-25,476.8293951053431,479.1841081675917,475.6520385742188,475.65203857421875,24228500,0.0,0.0
2005-02-28,481.5390709729394,482.7164281146825,476.82964240596687,479.1843566894531,24457500,0.0,0.0
2005-03-01,478.0067516364674,480.361464698716,474.4746820430945,475.65203857421875,23298500,0.0,0.0
2005-03-02,480.361572265625,481.5389290603937,478.00685867608763,480.361572265625,20137000,0.0,0.0
2005-03-03,480.3616140500841,481.5389709472657,479.1842571529025,481.5389709472656,24569000,0.0,0.0
