edinet_code,fiscal_year,industry,name,rank,sec_code,unit,value
E30022,2025,サービス業,Ｍ＆Ａキャピタルパートナーズ株式会社,86,60800,%,31.7465
E05659,2025,情報・通信業,ｅＢＡＳＥ株式会社,87,38350,%,31.6581
E35289,2024,サービス業,株式会社ジモティー,88,70820,%,31.5495
E40715,2025,サービス業,株式会社ヒット,89,378A0,%,31.3853
E03858,2025,不動産業,平和不動産株式会社,90,88030,%,31.363
E32380,2025,サービス業,株式会社ストライク,91,61960,%,31.172
E01870,2025,電気機器,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ株式会社,92,67770,%,30.9201
E31216,2025,サービス業,ＫｅｅＰｅｒ技研株式会社,93,60360,%,30.7393
E05466,2025,情報・通信業,株式会社プロシップ,94,37630,%,30.5294
E05725,2025,小売業,株式会社ＺＯＺＯ,95,30920,%,30.3832
E39126,2025,情報・通信業,アウトルックコンサルティング株式会社,96,55960,%,30.2651
E32109,2025,その他金融業,ヒロセ通商株式会社,97,71850,%,30.0378
E40164,2025,サービス業,令和アカウンティング・ホールディングス株式会社,98,296A0,%,30.0167
E31446,2025,サービス業,株式会社レントラックス,99,60450,%,29.5684
E01950,2025,電気機器,株式会社アドバンテスト,100,68570,%,29.2624
