edinet_code,fiscal_year,industry,name,rank,sec_code,unit,value
E01478,2025,機械,三浦工業株式会社,82,60050,%,57.3881
E21187,2025,非鉄金属,ＡＲＥホールディングス株式会社,83,58570,%,57.085
E32967,2025,電気・ガス業,株式会社レノバ,84,95190,%,56.9813
E05114,2024,情報・通信業,株式会社ガーラ,85,47770,%,56.9436
E39968,2025,情報・通信業,株式会社Ｓａｐｅｅｔ,86,269A0,%,56.9111
E39259,2025,不動産業,株式会社タスキホールディングス,87,166A0,%,56.8043
E33579,2024,不動産業,株式会社グローバル・リンク・マネジメント,88,34860,%,56.2865
E22554,2024,輸送用機器,株式会社小田原機器,89,73140,%,55.4532
E39668,2025,その他金融業,株式会社ＭＦＳ,90,196A0,%,54.3547
E02699,2025,卸売業,株式会社　理経,91,82260,%,54.3546
E05587,2025,情報・通信業,株式会社オウケイウェイヴ,92,38080,%,53.6202
E36130,2025,サービス業,ＥＮＥＣＨＡＮＧＥ株式会社,93,41690,%,53.3582
E02982,2025,卸売業,株式会社ｃｏｔｔａ,94,33590,%,52.7681
E04899,2025,サービス業,株式会社セレスポ,95,96250,%,52.5546
E31925,2024,不動産業,株式会社ｒｏｂｏｔ　ｈｏｍｅ,96,14350,%,52.553
E39382,2025,情報・通信業,株式会社ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,97,135A0,%,51.9935
E31306,2025,建設業,ファーストコーポレーション株式会社,98,14300,%,51.6383
E37466,2024,情報・通信業,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ株式会社,99,50270,%,51.5631
E30119,2025,サービス業,アーキテクツ・スタジオ・ジャパン株式会社,100,60850,%,51.3821
