accounting_standard,credit_rating,credit_score,edinet_code,industry,name,sec_code
JP,S,93,E03006,卸売業,あいホールディングス株式会社,30760
JP,S,88,E35791,医薬品,あすか製薬ホールディングス株式会社,48860
JP,C,40,E31905,その他金融業,あんしん保証株式会社,71830
IFRS,A,78,E02143,輸送用機器,いすゞ自動車株式会社,72020
JP,C,55,E05314,サービス業,いちご株式会社,23370
JP,S,83,E03772,証券、商品先物取引業,いちよし証券株式会社,86240
JP,S,88,E04795,サービス業,いであ株式会社,97680
JP,C,45,E36174,情報・通信業,かっこ株式会社,41660
JP,S,93,E00433,食料品,かどや製油株式会社,26120
JP,A,75,E03375,小売業,くら寿司株式会社,26950
JP,A,78,E05518,情報・通信業,さくらインターネット株式会社,37780
JP,A,78,E37082,機械,のむら産業株式会社,71310
JP,S,80,E00508,食料品,はごろもフーズ株式会社,28310
JP,C,58,E03379,サービス業,ぴあ株式会社,43370
JP,B,65,E03346,電気機器,ぷらっとホーム株式会社,68360
JP,D,38,E05426,その他金融業,みずほリース株式会社,84250
JP,C,45,E00928,医薬品,わかもと製薬株式会社,45120
JP,A,75,E00496,食料品,わらべや日洋ホールディングス株式会社,29180
JP,S,93,E04815,情報・通信業,アイエックス・ナレッジ株式会社,97530
JP,S,90,E03269,小売業,アイエーグループ株式会社,75090
JP,S,88,E00824,化学,アイカ工業株式会社,42060
JP,S,88,E01850,電気機器,アイコム株式会社,68200
JP,S,83,E04980,情報・通信業,アイサンテクノロジー株式会社,46670
JP,C,48,E03763,証券、商品先物取引業,アイザワ証券グループ株式会社,87080
JP,S,83,E01545,機械,アイダエンジニアリング株式会社,61180
IFRS,S,95,E05686,サービス業,アイティメディア株式会社,21480
JP,S,95,E31754,情報・通信業,アイビーシー株式会社,39200
JP,C,48,E03721,その他金融業,アイフル株式会社,85150
JP,S,88,E01849,電気機器,アイホン株式会社,67180
JP,S,83,E24550,サービス業,アイ・ケイ・ケイホールディングス株式会社,21980
JP,S,95,E39126,情報・通信業,アウトルックコンサルティング株式会社,55960
JP,D,30,E05527,サービス業,アウンコンサルティング株式会社,24590
JP,A,75,E02051,電気機器,アオイ電子株式会社,68320
JP,B,60,E01096,化学,アキレス株式会社,51420
JP,D,30,E31968,小売業,アクサスホールディングス株式会社,35360
JP,S,90,E03133,小売業,アクシアル　リテイリング株式会社,82550
JP,B,65,E38452,サービス業,アクシスコンサルティング株式会社,93440
JP,C,40,E05707,情報・通信業,アクセルマーク株式会社,36240
JP,S,93,E02324,情報・通信業,アクモス株式会社,68880
JP,C,48,E32158,不動産業,アグレ都市デザイン株式会社,34670
JP,S,80,E03693,その他金融業,アコム株式会社,85720
JP,A,70,E04323,倉庫・運輸関連,アサガミ株式会社,93110
IFRS,S,83,E00394,食料品,アサヒグループホールディングス株式会社,25020
JP,A,75,E03208,小売業,アシードホールディングス株式会社,99590
JP,S,93,E37131,情報・通信業,アジアクエスト株式会社,42610
JP,A,75,E01222,ガラス・土石製品,アジアパイルホールディングス株式会社,52880
JP,S,88,E04275,空運業,アジア航測株式会社,92330
JP,C,40,E33868,サービス業,アジャイルメディア・ネットワーク株式会社,65730
JP,S,80,E02233,輸送用機器,アスカ株式会社,72270
JP,A,70,E03363,小売業,アスクル株式会社,26780
JP,A,70,E02585,卸売業,アステナホールディングス株式会社,80950
IFRS,A,75,E00920,医薬品,アステラス製薬株式会社,45030
IFRS,S,95,E05699,情報・通信業,アステリア株式会社,38530
JP,C,40,E26813,証券、商品先物取引業,アストマックス株式会社,71620
JP,S,93,E01879,電気機器,アズビル株式会社,68450
JP,S,88,E30066,不動産業,アズマハウス株式会社,32930
JP,S,88,E02835,卸売業,アズワン株式会社,74760
JP,A,78,E33109,卸売業,アセンテック株式会社,35650
JP,A,75,E24248,卸売業,アゼアス株式会社,31610
JP,S,90,E36862,建設業,アップコン株式会社,50750
JP,C,55,E02963,卸売業,アップルインターナショナル株式会社,27880
JP,A,70,E00567,繊維製品,アツギ株式会社,35290
JP,D,30,E35514,サービス業,アディッシュ株式会社,70930
JP,S,90,E00911,化学,アトミクス株式会社,46250
JP,B,68,E02920,金属製品,アトムリビンテック株式会社,34260
JP,B,65,E30998,サービス業,アトラグループ株式会社,60290
JP,S,88,E05664,情報・通信業,アドソル日進株式会社,38370
JP,A,75,E24073,保険業,アニコム　ホールディングス株式会社,87150
JP,S,93,E01554,機械,アネスト岩田株式会社,63810
JP,S,83,E02096,その他製品,アビックス株式会社,78360
JP,S,88,E03472,小売業,アプライド株式会社,30200
JP,B,60,E01368,金属製品,アマテイ株式会社,59520
JP,S,93,E01590,機械,アマノ株式会社,64360
JP,A,73,E23634,サービス業,アミタホールディングス株式会社,21950
JP,C,40,E30053,サービス業,アライドアーキテクツ株式会社,60810
JP,A,78,E01867,電気機器,アライドテレシスホールディングス株式会社,68350
JP,S,100,E00486,食料品,アリアケジャパン株式会社,28150
JP,A,70,E01430,金属製品,アルインコ株式会社,59330
JP,A,70,E02998,卸売業,アルコニックス株式会社,30360
JP,A,70,E02774,卸売業,アルテック株式会社,99720
JP,S,85,E02832,小売業,アルビス株式会社,74750
JP,B,65,E15690,陸運業,アルピコホールディングス株式会社,297A0
JP,B,65,E02962,卸売業,アルフレッサホールディングス株式会社,27840
JP,S,85,E01793,電気機器,アルプスアルパイン株式会社,67700
JP,B,65,E01320,金属製品,アルメタックス株式会社,59280
JP,C,50,E34498,サービス業,アルー株式会社,70430
JP,A,70,E32382,小売業,アレンザホールディングス株式会社,35460
JP,C,40,E05301,医薬品,アンジェス株式会社,45630
IFRS,S,83,E01774,電気機器,アンリツ株式会社,67540
JP,D,20,E30119,サービス業,アーキテクツ・スタジオ・ジャパン株式会社,60850
JP,A,78,E02706,小売業,アークランズ株式会社,98420
JP,S,90,E01015,化学,アース製薬株式会社,49850
JP,C,55,E31918,卸売業,アートグリーン株式会社,34190
JP,S,80,E03276,小売業,アールビバン株式会社,75230
JP,C,53,E04912,その他金融業,イオンフィナンシャルサービス株式会社,85700
JP,A,75,E03349,小売業,イオン九州株式会社,26530
JP,A,75,E03268,小売業,イオン北海道株式会社,75120
JP,B,60,E03061,小売業,イオン株式会社,82670
JP,S,93,E00910,化学,イサム塗料株式会社,46240
JP,S,100,E39406,サービス業,イシン株式会社,143A0
JP,S,93,E00572,繊維製品,イチカワ株式会社,35130
JP,S,90,E02724,電気機器,イノテック株式会社,98800
JP,B,68,E00775,電気機器,イビデン株式会社,40620
JP,S,88,E00511,食料品,イフジ産業株式会社,29240
JP,B,68,E04959,情報・通信業,イマジニア株式会社,46440
JP,D,35,E05573,情報・通信業,イメージ情報開発株式会社,38030
JP,S,88,E02009,電気機器,イリソ電子工業株式会社,69080
JP,S,88,E01439,金属製品,イワブチ株式会社,59830
JP,B,60,E02356,電気機器,インスペック株式会社,66560
JP,B,68,E24512,建設業,インターライフホールディングス株式会社,14180
IFRS,S,95,E25156,その他金融業,インテグラル株式会社,58420
JP,B,65,E37627,サービス業,インテグループ株式会社,192A0
JP,A,78,E37563,情報・通信業,インフォメティス株式会社,281A0
IFRS,A,78,E36723,サービス業,インフロニア・ホールディングス株式会社,50760
JP,S,88,E01414,機械,イーグル工業株式会社,64860
JP,C,50,E05611,サービス業,イーサポートリンク株式会社,24930
JP,A,78,E34321,情報・通信業,イーソル株式会社,44200
IFRS,B,65,E31065,電気・ガス業,イーレックス株式会社,95170
JP,S,88,E24917,サービス業,イー・ガーディアン株式会社,60500
JP,S,100,E05665,その他金融業,イー・ギャランティ株式会社,87710
JP,D,35,E04916,サービス業,ウィルソン・ラーニング　ワールドワイド株式会社,96100
IFRS,S,100,E33957,情報・通信業,ウイングアーク１ｓｔ株式会社,44320
JP,C,45,E02083,電気機器,ウインテスト株式会社,67210
JP,S,85,E27210,卸売業,ウイン・パートナーズ株式会社,31830
JP,C,53,E03801,不動産業,ウェルス・マネジメント株式会社,37720
IFRS,S,83,E25648,食料品,ウェルネオシュガー株式会社,21170
JP,S,93,E37743,サービス業,ウェルネス・コミュニケーションズ株式会社,366A0
JP,A,73,E05458,サービス業,ウェルネット株式会社,24280
JP,S,85,E33050,その他製品,ウェーブロックホールディングス株式会社,79400
JP,S,100,E33364,情報・通信業,ウォンテッドリー株式会社,39910
JP,S,85,E01929,電気機器,ウシオ電機株式会社,69250
IFRS,S,83,E01061,化学,ウルトラファブリックス・ホールディングス株式会社,42350
IFRS,S,83,E00792,化学,エア・ウォーター株式会社,40880
JP,S,93,E02232,輸送用機器,エイケン工業株式会社,72650
IFRS,S,83,E03020,小売業,エイチ・ツー・オー　リテイリング株式会社,82420
JP,C,40,E02453,情報・通信業,エイベックス株式会社,78600
JP,C,58,E34326,情報・通信業,エキサイトホールディングス株式会社,55710
JP,S,88,E00094,建設業,エクシオグループ株式会社,19510
JP,S,95,E00576,不動産業,エコナックホールディングス株式会社,35210
JP,C,50,E33237,サービス業,エコモット株式会社,39870
JP,B,60,E02801,卸売業,エコートレーディング株式会社,74270
JP,S,88,E00916,化学,エスケー化研株式会社,46280
JP,C,50,E03281,その他製品,エステールホールディングス株式会社,78720
JP,A,75,E01019,化学,エステー株式会社,49510
JP,S,85,E00342,食料品,エスフーズ株式会社,22920
JP,S,93,E02307,電気機器,エスペック株式会社,68590
JP,B,65,E03977,不動産業,エスリード株式会社,88770
JP,B,65,E01331,非鉄金属,エヌアイシ・オートテック株式会社,57420
JP,S,90,E00514,食料品,エバラ食品工業株式会社,28190
JP,S,83,E37523,サービス業,エフビー介護サービス株式会社,92200
JP,S,93,E35555,電気機器,エブレン株式会社,65990
JP,S,88,E02409,金属製品,エムケー精工株式会社,59060
IFRS,S,100,E05425,サービス業,エムスリー株式会社,24130
JP,S,93,E02740,不動産業,エムティジェネックス株式会社,98200
JP,S,85,E04011,不動産業,エリアリンク株式会社,89140
JP,S,88,E02066,電気機器,エレコム株式会社,67500
JP,B,68,E40516,サービス業,エレベーターコミュニケーションズ株式会社,353A0
JP,S,93,E30085,情報・通信業,エンカレッジ・テクノロジ株式会社,36820
JP,C,55,E01521,機械,エンシュウ株式会社,62180
JP,S,83,E05192,サービス業,エン・ジャパン株式会社,48490
IFRS,A,78,E00939,医薬品,エーザイ株式会社,45230
JP,B,65,E27260,サービス業,オイシックス・ラ・大地株式会社,31820
JP,S,93,E01642,機械,オイレス工業株式会社,62820
JP,A,70,E00397,食料品,オエノンホールディングス株式会社,25330
JP,C,58,E01696,機械,オカダアイヨン株式会社,62940
JP,S,93,E01100,ゴム製品,オカモト株式会社,51220
JP,S,93,E01998,電気機器,オプテックスグループ株式会社,69140
USGAAP,S,80,E01755,電気機器,オムロン株式会社,66450
JP,C,55,E01581,機械,オリエンタルチエン工業株式会社,63800
JP,S,88,E36102,建設業,オリエンタル白石株式会社,17860
JP,S,100,E05143,情報・通信業,オリコン株式会社,48000
JP,S,88,E04955,サービス業,オリジナル設計株式会社,46420
USGAAP,B,65,E04762,その他金融業,オリックス株式会社,85910
IFRS,S,95,E02272,精密機器,オリンパス株式会社,77330
JP,S,95,E01571,機械,オルガノ株式会社,63680
JP,B,60,E02928,卸売業,オルバヘルスケアホールディングス株式会社,26890
JP,C,45,E05363,医薬品,オンコセラピー・サイエンス株式会社,45640
JP,C,45,E30058,医薬品,オンコリスバイオファーマ株式会社,45880
JP,B,60,E21832,卸売業,オーウイル株式会社,31430
JP,A,70,E34470,卸売業,オーウエル株式会社,76700
JP,S,88,E01377,機械,オーエスジー株式会社,61360
JP,S,93,E01481,機械,オークマ株式会社,61030
JP,S,90,E00846,非鉄金属,オーナンバ株式会社,58160
JP,S,88,E33881,サービス業,オープングループ株式会社,65720
JP,S,100,E38180,情報・通信業,オープンワーク株式会社,51390
JP,S,93,E00584,繊維製品,オーベクス株式会社,35830
JP,D,28,E00531,繊維製品,オーミケンシ株式会社,31110
IFRS,S,88,E00444,食料品,カゴメ株式会社,28110
JP,S,88,E01935,電気機器,カシオ計算機株式会社,69520
JP,A,70,E03236,小売業,カッパ・クリエイト株式会社,74210
JP,A,75,E02124,機械,カナデビア株式会社,70040
JP,S,93,E01350,非鉄金属,カナレ電気株式会社,58190
JP,A,75,E00004,水産・農林業,カネコ種苗株式会社,13760
JP,S,88,E01448,金属製品,カネソウ株式会社,59790
JP,S,90,E03358,小売業,カネ美食品株式会社,26690
JP,S,100,E38478,情報・通信業,カバー株式会社,52530
JP,S,80,E02682,卸売業,カメイ株式会社,80370
IFRS,S,83,E02147,輸送用機器,カヤバ株式会社,72420
JP,C,45,E00987,医薬品,カルナバイオサイエンス株式会社,45720
JP,S,88,E25303,食料品,カルビー株式会社,22290
JP,S,80,E02459,その他製品,カワセコンピュータサプライ株式会社,78510
JP,S,93,E04194,陸運業,カンダホールディングス株式会社,90590
JP,S,93,E00378,食料品,カンロ株式会社,22160
JP,S,93,E02006,機械,ガリレイ株式会社,64200
JP,S,95,E05474,情報・通信業,ガンホー・オンライン・エンターテイメント株式会社,37650
IFRS,A,70,E35948,電気機器,キオクシアホールディングス株式会社,285A0
JP,S,85,E01629,機械,キクカワエンタープライズ株式会社,63460
IFRS,S,93,E00435,食料品,キッコーマン株式会社,28010
JP,B,60,E27032,医薬品,キッズウェル・バイオ株式会社,45840
JP,S,83,E00962,医薬品,キッセイ薬品工業株式会社,45470
JP,S,93,E04357,倉庫・運輸関連,キムラユニティー株式会社,93680
JP,A,70,E05176,サービス業,キャリアバンク株式会社,48340
JP,S,83,E26839,サービス業,キャリアリンク株式会社,60700
JP,S,88,E02644,卸売業,キヤノンマーケティングジャパン株式会社,80600
USGAAP,S,90,E02274,電気機器,キヤノン株式会社,77510
JP,S,93,E02301,電気機器,キヤノン電子株式会社,77390
IFRS,S,83,E33838,サービス業,キュービーネットホールディングス株式会社,65710
JP,S,88,E00464,食料品,キユーピー株式会社,28090
IFRS,A,78,E00395,食料品,キリンホールディングス株式会社,25030
JP,B,65,E05553,情報・通信業,キーウェアソリューションズ株式会社,37990
JP,B,65,E00491,食料品,キーコーヒー株式会社,25940
JP,A,70,E05356,サービス業,ギグワークス株式会社,23750
JP,B,65,E34720,サービス業,ギークス株式会社,70600
JP,C,50,E38688,医薬品,クオリプス株式会社,48940
JP,C,40,E05315,情報・通信業,クオンタムソリューションズ株式会社,23380
JP,A,78,E03476,小売業,クオールホールディングス株式会社,30340
JP,A,75,E40130,不動産業,ククレブ・アドバイザーズ株式会社,276A0
IFRS,B,63,E22663,サービス業,クックパッド株式会社,21930
JP,B,65,E33515,サービス業,クックビズ株式会社,65580
JP,S,93,E01195,ガラス・土石製品,クニミネ工業株式会社,53880
JP,E,10,E02337,精密機器,クボテック株式会社,77090
JP,S,83,E00828,化学,クミアイ化学工業株式会社,49960
JP,B,60,E41030,繊維製品,クラシコ株式会社,442A0
JP,S,93,E02483,化学,クラスターテクノロジー株式会社,42400
JP,C,55,E37504,不動産業,クリアル株式会社,29980
JP,S,80,E02997,卸売業,クリエイト株式会社,30240
JP,S,93,E02416,精密機器,クリエートメディック株式会社,51870
JP,S,85,E02406,その他製品,クリナップ株式会社,79550
JP,S,88,E02979,卸売業,クリヤマホールディングス株式会社,33550
JP,C,45,E36129,医薬品,クリングルファーマ株式会社,48840
JP,D,30,E05621,情報・通信業,クルーズ株式会社,21380
JP,C,55,E02967,卸売業,クロスプラス株式会社,33200
JP,A,75,E02610,卸売業,クワザワホールディングス株式会社,81040
JP,A,70,E04044,不動産業,グランディハウス株式会社,89990
JP,S,83,E22012,情報・通信業,グリーホールディングス株式会社,36320
JP,B,63,E39408,サービス業,グリーンモンスター株式会社,157A0
JP,S,83,E04693,サービス業,グリーンランドリゾート株式会社,96560
JP,S,100,E39961,情報・通信業,グロースエクスパートナーズ株式会社,244A0
JP,S,83,E36658,小売業,グローバルスタイル株式会社,71260
JP,S,90,E37147,情報・通信業,グローバルセキュリティエキスパート株式会社,44170
JP,S,95,E40147,サービス業,グロービング株式会社,277A0
JP,S,83,E02382,その他製品,グローブライド株式会社,79900
JP,C,40,E04034,不動産業,グローム・ホールディングス株式会社,89380
JP,S,83,E01650,機械,グローリー株式会社,64570
JP,S,88,E00520,繊維製品,グンゼ株式会社,30020
JP,C,48,E31979,不動産業,ケイアイスター不動産株式会社,34650
JP,A,75,E02995,卸売業,ケイティケイ株式会社,30350
JP,S,93,E04293,倉庫・運輸関連,ケイヒン株式会社,93120
JP,A,75,E00868,化学,ケミプロ化成株式会社,49600
JP,S,83,E01992,電気機器,ケル株式会社,69190
JP,S,93,E00493,食料品,ケンコーマヨネーズ株式会社,29150
JP,S,83,E05417,情報・通信業,ゲンダイエージェンシー株式会社,24110
IFRS,A,75,E00417,食料品,コカ・コーラボトラーズジャパンホールディングス株式会社,25790
JP,S,93,E00670,その他製品,コクヨ株式会社,79840
JP,B,60,E31632,石油・石炭製品,コスモエネルギーホールディングス株式会社,50210
JP,S,90,E02991,卸売業,コスモ・バイオ株式会社,33860
JP,S,100,E01059,化学,コタ株式会社,49230
IFRS,S,100,E01956,情報・通信業,コナミグループ株式会社,97660
IFRS,B,65,E00989,電気機器,コニカミノルタ株式会社,49020
JP,S,88,E02686,化学,コニシ株式会社,49560
JP,S,93,E00322,建設業,コムシスホールディングス株式会社,17210
JP,A,73,E05401,情報・通信業,コムシード株式会社,37390
JP,S,93,E05678,情報・通信業,コムチュア株式会社,38440
JP,C,55,E39407,不動産業,コロンビア・ワークス株式会社,146A0
JP,S,93,E02804,卸売業,コンドーテック株式会社,74380
JP,S,90,E01728,機械,コンバム株式会社,62650
JP,S,93,E35466,情報・通信業,コンピューターマネージメント株式会社,44910
JP,S,100,E34071,医薬品,コーア商事ホールディングス株式会社,92730
JP,S,95,E38689,医薬品,コージンバイオ株式会社,177A0
JP,S,85,E01856,電気機器,コーセル株式会社,69050
JP,A,75,E03273,小売業,コーナン商事株式会社,75160
JP,S,93,E35139,サービス業,コーユーレンティア株式会社,70810
JP,B,60,E05413,情報・通信業,サイオス株式会社,37440
JP,S,83,E00248,建設業,サイタホールディングス株式会社,19990
JP,D,30,E05601,情報・通信業,サイバーステップ株式会社,38100
JP,S,100,E35516,情報・通信業,サイバートラスト株式会社,44980
IFRS,B,68,E40917,小売業,サイプレス・ホールディングス株式会社,428A0
JP,S,95,E05116,情報・通信業,サイボウズ株式会社,47760
JP,S,83,E00534,繊維製品,サイボー株式会社,31230
JP,S,83,E33519,情報・通信業,サインポスト株式会社,39960
JP,S,88,E00905,化学,サカタインクス株式会社,46330
JP,S,88,E01874,電気機器,サクサ株式会社,66750
JP,C,50,E37207,情報・通信業,サスメド株式会社,42630
IFRS,A,70,E00393,食料品,サッポロホールディングス株式会社,25010
JP,B,60,E32381,小売業,サツドラホールディングス株式会社,35440
JP,A,78,E00510,食料品,サトウ食品株式会社,29230
JP,A,75,E25662,輸送用機器,サノヤスホールディングス株式会社,70220
JP,S,95,E02060,機械,サムコ　株式会社,63870
IFRS,A,75,E36190,医薬品,サワイグループホールディングス株式会社,48870
JP,A,75,E01009,化学,サンケイ化学株式会社,49950
JP,C,55,E01790,電気機器,サンケン電気株式会社,67070
JP,S,93,E01462,金属製品,サンコーテクノ株式会社,34350
JP,A,78,E01402,金属製品,サンコール株式会社,59850
JP,B,68,E01704,機械,サンセイ株式会社,63070
JP,D,20,E01913,機械,サンデン株式会社,64440
IFRS,S,93,E27622,食料品,サントリー食品インターナショナル株式会社,25870
JP,B,63,E05505,不動産業,サンネクスタグループ株式会社,89450
JP,C,45,E31382,医薬品,サンバイオ株式会社,45920
JP,B,65,E04031,不動産業,サンフロンティア不動産株式会社,89340
JP,S,80,E00719,その他製品,サンメッセ株式会社,78830
JP,S,88,E00101,建設業,サンユー建設株式会社,18410
JP,C,40,E27273,建設業,サンヨーホームズ株式会社,14200
JP,A,75,E02841,卸売業,サンリン株式会社,74860
JP,S,80,E02656,卸売業,サンワテクノス株式会社,81370
JP,A,70,E02070,電気機器,サン電子株式会社,67360
JP,S,83,E37603,情報・通信業,サークレイス株式会社,50290
JP,C,55,E02062,電気機器,ザインエレクトロニクス株式会社,67690
JP,S,93,E00674,パルプ・紙,ザ・パック株式会社,39500
IFRS,S,100,E33242,情報・通信業,シェアリングテクノロジー株式会社,39890
JP,A,70,E00530,繊維製品,シキボウ株式会社,31090
JP,S,88,E02323,精密機器,シグマ光機株式会社,77130
JP,S,85,E05469,情報・通信業,システムズ・デザイン株式会社,37660
JP,S,100,E05575,サービス業,システム・ロケーション株式会社,24800
IFRS,S,100,E02015,電気機器,シスメックス株式会社,68690
JP,S,88,E02281,精密機器,シチズン時計株式会社,77620
JP,S,80,E03450,卸売業,シップヘルスケアホールディングス株式会社,33600
JP,S,80,E01075,卸売業,シナネンホールディングス株式会社,81320
JP,S,85,E00473,食料品,シノブフーズ株式会社,29030
JP,S,88,E00467,食料品,シマダヤ株式会社,250A0
JP,D,30,E01773,電気機器,シャープ株式会社,67530
JP,S,83,E27051,小売業,シュッピン株式会社,31790
JP,S,100,E00329,建設業,ショーボンドホールディングス株式会社,14140
JP,S,93,E02109,電気機器,シライ電子工業株式会社,66580
JP,B,65,E01675,機械,シリウスビジョン株式会社,62760
JP,S,80,E31256,情報・通信業,シリコンスタジオ株式会社,39070
JP,S,88,E32624,情報・通信業,シルバーエッグ・テクノロジー株式会社,39610
JP,B,68,E05326,建設業,シンクレイヤ株式会社,17240
JP,A,70,E23741,卸売業,シンデン・ハイテックス株式会社,31310
JP,C,45,E24682,医薬品,シンバイオ製薬株式会社,45820
JP,S,93,E01743,電気機器,シンフォニアテクノロジー株式会社,65070
IFRS,S,100,E36928,情報・通信業,シンプレクス・ホールディングス株式会社,43730
JP,S,88,E02448,金属製品,シンポ株式会社,59030
JP,A,78,E30120,サービス業,シンメンテホールディングス株式会社,60860
JP,A,75,E02900,卸売業,シークス株式会社,76130
JP,A,78,E32966,小売業,ジェイドグループ株式会社,35580
JP,B,60,E33800,情報・通信業,ジェイフロンティア株式会社,29340
JP,S,90,E32412,その他金融業,ジェイリース株式会社,71870
JP,C,40,E05543,情報・通信業,ジェイ・エスコムホールディングス株式会社,37790
JP,S,88,E02782,卸売業,ジェコス株式会社,99910
JP,S,83,E01206,ガラス・土石製品,ジオスター株式会社,52820
JP,B,68,E02431,電気機器,ジオマテック株式会社,69070
JP,A,70,E23288,卸売業,ジオリーブグループ株式会社,31570
JP,D,25,E01177,ガラス・土石製品,ジャニス工業株式会社,53420
JP,S,93,E37911,サービス業,ジャパニアス株式会社,95580
JP,S,100,E33034,サービス業,ジャパンエレベーターサービスホールディングス株式会社,65440
JP,C,40,E36969,小売業,ジャパンクラフトホールディングス株式会社,71350
JP,S,100,E26124,サービス業,ジャパンマテリアル株式会社,60550
JP,A,70,E39008,サービス業,ジャパンＭ＆Ａソリューション株式会社,92360
JP,S,90,E04806,証券、商品先物取引業,ジャフコ　グループ株式会社,85950
JP,S,80,E05336,情報・通信業,ジョルダン株式会社,37100
JP,A,78,E39741,精密機器,ジーエルテクノホールディングス株式会社,255A0
JP,B,60,E38082,空運業,スカイマーク株式会社,92040
JP,S,88,E00906,化学,スガイ化学工業株式会社,41200
JP,S,90,E03344,小売業,スギホールディングス株式会社,76490
IFRS,S,83,E02167,輸送用機器,スズキ株式会社,72690
JP,S,83,E02838,卸売業,スズデン株式会社,74800
JP,S,93,E01880,電気機器,スタンレー電気株式会社,69230
JP,D,25,E03498,小売業,スターシーズ株式会社,30830
JP,B,65,E02574,卸売業,スターゼン株式会社,80430
JP,S,83,E03945,不動産業,スターツコーポレーション株式会社,88500
JP,S,100,E00736,情報・通信業,スターツ出版株式会社,78490
JP,S,83,E05539,卸売業,スターティアホールディングス株式会社,33930
JP,C,48,E34707,不動産業,スター・マイカ・ホールディングス株式会社,29750
JP,S,83,E02302,機械,スター精密株式会社,77180
JP,S,88,E00805,化学,ステラケミファ株式会社,41090
JP,A,70,E35496,医薬品,ステラファーマ株式会社,48880
JP,S,100,E04599,サービス業,スバル興業株式会社,96320
JP,C,50,E36410,情報・通信業,スパイダープラス株式会社,41920
JP,S,95,E05242,証券、商品先物取引業,スパークス・グループ株式会社,87390
JP,S,85,E04478,情報・通信業,スペースシャワーＳＫＩＹＡＫＩホールディングス株式会社,48380
IFRS,S,80,E01971,電気機器,スミダコーポレーション株式会社,68170
JP,D,20,E03571,銀行業,スルガ銀行株式会社,83580
JP,S,83,E37006,サービス業,スローガン株式会社,92530
JP,A,70,E00675,パルプ・紙,スーパーバッグ株式会社,39450
IFRS,S,83,E01873,電気機器,セイコーエプソン株式会社,67240
JP,S,83,E02280,精密機器,セイコーグループ株式会社,80500
JP,S,80,E04198,陸運業,セイノーホールディングス株式会社,90760
JP,S,88,E37506,情報・通信業,セカンドサイトアナリティカ株式会社,50280
JP,S,88,E02475,機械,セガサミーホールディングス株式会社,64600
JP,S,85,E00730,その他製品,セキ株式会社,78570
JP,B,60,E32815,情報・通信業,セグエグループ株式会社,39680
JP,S,93,E04773,サービス業,セコム株式会社,97350
JP,S,90,E03251,卸売業,セフテック株式会社,74640
JP,A,75,E00633,その他製品,セブン工業株式会社,78960
JP,S,85,E35169,サービス業,セルソース株式会社,48800
JP,B,60,E36657,サービス業,セレンディップ・ホールディングス株式会社,73180
JP,S,80,E04215,陸運業,センコン物流株式会社,90510
JP,A,75,E04179,陸運業,センコーグループホールディングス株式会社,90690
JP,S,90,E05354,サービス業,セントケア・ホールディング株式会社,23740
JP,S,85,E05145,サービス業,セントラルスポーツ株式会社,48010
JP,A,70,E34565,卸売業,セントラルフォレストグループ株式会社,76750
JP,A,78,E00769,化学,セントラル硝子株式会社,40440
JP,C,45,E04065,不動産業,セントラル総合開発株式会社,32380
JP,S,93,E04799,サービス業,セントラル警備保障株式会社,97400
JP,C,50,E36946,情報・通信業,セーフィー株式会社,43750
JP,D,25,E02365,その他製品,セーラー万年筆株式会社,79920
JP,A,70,E05701,サービス業,セーラー広告株式会社,21560
JP,S,93,E00562,繊維製品,セーレン株式会社,35690
JP,S,80,E03076,卸売業,ゼット株式会社,81350
JP,S,88,E02469,機械,ゼネラルパッカー株式会社,62670
JP,S,85,E03129,小売業,ゼビオホールディングス株式会社,82810
JP,S,88,E00948,医薬品,ゼリア新薬工業株式会社,45590
IFRS,B,68,E01777,電気機器,ソニーグループ株式会社,67580
JP,C,45,E05714,保険業,ソニーフィナンシャルグループ株式会社,
IFRS,B,60,E02778,情報・通信業,ソフトバンクグループ株式会社,99840
IFRS,S,80,E04426,情報・通信業,ソフトバンク株式会社,94340
JP,S,83,E27276,情報・通信業,ソフトマックス株式会社,36710
JP,S,88,E02673,卸売業,ソマール株式会社,81520
IFRS,C,45,E33044,医薬品,ソレイジア・ファーマ株式会社,45970
JP,A,78,E02718,卸売業,ソレキア株式会社,98670
JP,A,75,E31955,情報・通信業,ソーシャルワイヤー株式会社,39290
JP,C,40,E05647,情報・通信業,ソースネクスト株式会社,43440
JP,A,75,E02635,卸売業,ソーダニッカ株式会社,81580
JP,S,93,E22049,サービス業,ソーバル株式会社,21860
JP,S,93,E01024,化学,タイガースポリマー株式会社,42310
JP,S,90,E04354,陸運業,タカセ株式会社,90870
JP,S,90,E02435,その他製品,タカノ株式会社,78850
JP,S,88,E02373,その他製品,タカラスタンダード株式会社,79810
JP,S,83,E02474,化学,タカラバイオ株式会社,49740
JP,S,80,E02776,卸売業,タキヒヨー株式会社,99820
JP,B,68,E01508,機械,タケダ機械株式会社,61500
JP,S,85,E02350,機械,タツモ株式会社,62660
JP,S,85,E02923,卸売業,タビオ株式会社,26680
JP,A,70,E27305,建設業,タマホーム株式会社,14190
JP,E,10,E31855,サービス業,タメニー株式会社,61810
JP,S,88,E30438,化学,ダイキョーニシカワ株式会社,42460
JP,S,93,E01570,機械,ダイキン工業株式会社,63670
JP,S,95,E02073,機械,ダイコク電機株式会社,64300
