accounting_standard,credit_rating,credit_score,edinet_code,industry,name,sec_code
JP,S,88,E38693,サービス業,株式会社クオルテック,91650
JP,C,40,E05320,情報・通信業,株式会社クシム,23450
JP,A,78,E10737,小売業,株式会社クスリのアオキホールディングス,35490
JP,S,80,E00617,繊維製品,株式会社クラウディアホールディングス,36070
JP,A,78,E31019,情報・通信業,株式会社クラウドワークス,39000
JP,S,93,E37848,小売業,株式会社クラシコム,71100
JP,C,55,E38682,小売業,株式会社クラダシ,58840
JP,S,93,E00876,化学,株式会社クラレ,34050
IFRS,A,73,E05517,小売業,株式会社クリエイト・レストランツ・ホールディングス,33870
JP,S,90,E21606,小売業,株式会社クリエイトＳＤホールディングス,31480
JP,B,60,E05011,サービス業,株式会社クリップコーポレーション,47050
JP,S,93,E05096,サービス業,株式会社クリーク・アンド・リバー社,47630
JP,B,65,E36100,情報・通信業,株式会社クリーマ,40170
JP,S,83,E04849,情報・通信業,株式会社クレオ,96980
JP,S,93,E04988,情報・通信業,株式会社クレスコ,46740
JP,A,73,E31622,その他製品,株式会社クレステック,78120
IFRS,C,55,E03041,その他金融業,株式会社クレディセゾン,82530
IFRS,A,78,E00761,化学,株式会社クレハ,40230
JP,S,93,E05291,情報・通信業,株式会社クロスキャット,23070
JP,C,50,E33313,その他製品,株式会社クロスフォー,78100
JP,A,78,E27421,情報・通信業,株式会社クロス・マーケティンググループ,36750
JP,S,80,E05504,情報・通信業,株式会社クロップス,94280
JP,C,58,E30726,不動産業,株式会社グッドコムアセット,34750
JP,A,78,E35773,情報・通信業,株式会社グッドパッチ,73510
JP,C,48,E34522,不動産業,株式会社グッドライフカンパニー,29700
JP,D,30,E37979,サービス業,株式会社グラッドキューブ,95610
JP,S,95,E02464,その他製品,株式会社グラファイトデザイン,78470
JP,S,83,E27046,不動産業,株式会社グランディーズ,32610
JP,S,95,E38683,情報・通信業,株式会社グリッド,55820
JP,S,95,E22547,卸売業,株式会社グリムス,31500
JP,C,55,E32163,建設業,株式会社グリーンエナジー＆カンパニー,14360
JP,B,68,E39812,卸売業,株式会社グリーンクロスホールディングス,272A0
JP,A,78,E32988,サービス業,株式会社グリーンズ,65470
JP,B,60,E03145,小売業,株式会社グルメ杵屋,98500
JP,S,90,E36172,情報・通信業,株式会社グローバルインフォメーション,41710
JP,C,40,E32225,情報・通信業,株式会社グローバルウェイ,39360
JP,A,70,E32156,サービス業,株式会社グローバルキッズＣＯＭＰＡＮＹ,61890
JP,S,83,E03327,小売業,株式会社グローバルダイニング,76250
JP,A,78,E33579,不動産業,株式会社グローバル・リンク・マネジメント,34860
JP,S,93,E05440,サービス業,株式会社ケアサービス,24250
JP,C,55,E05353,サービス業,株式会社ケア２１,23730
JP,C,55,E38985,医薬品,株式会社ケイファーマ,48960
JP,B,68,E05449,情報・通信業,株式会社ケイブ,37600
JP,C,40,E39945,小売業,株式会社ケイ・ウノ,259A0
JP,A,70,E03128,小売業,株式会社ケーズホールディングス,82820
JP,S,88,E02714,小売業,株式会社ケーユーホールディングス,98560
JP,B,63,E02876,金属製品,株式会社ケー・エフ・シー,34200
JP,A,70,E03367,小売業,株式会社ゲオホールディングス,26810
JP,S,100,E25169,機械,株式会社ゲームカード・ジョイコホールディングス,62490
JP,S,93,E05332,情報・通信業,株式会社コア,23590
JP,S,93,E36897,情報・通信業,株式会社コアコンセプト・テクノロジー,43710
JP,B,65,E36351,サービス業,株式会社ココナラ,41760
JP,S,83,E36086,情報・通信業,株式会社ココペリ,41670
JP,S,93,E36393,サービス業,株式会社ココルポート,93460
JP,S,95,E04751,サービス業,株式会社コシダカホールディングス,21570
JP,S,85,E03270,小売業,株式会社コジマ,75130
JP,C,48,E03938,不動産業,株式会社コスモスイニシア,88440
JP,A,75,E03446,小売業,株式会社コスモス薬品,33490
JP,S,83,E03163,小売業,株式会社コックス,98760
JP,C,55,E03259,小売業,株式会社コナカ,74940
JP,C,40,E35554,卸売業,株式会社コパ・コーポレーション,76890
JP,S,93,E34699,サービス業,株式会社コプロ・ホールディングス,70590
JP,S,95,E35589,情報・通信業,株式会社コマースＯｎｅホールディングス,44960
IFRS,S,90,E32427,卸売業,株式会社コメダホールディングス,35430
JP,S,88,E03120,小売業,株式会社コメリ,82180
JP,C,55,E03416,小売業,株式会社コメ兵ホールディングス,27800
JP,A,70,E00388,食料品,株式会社コモ,22240
JP,A,75,E31336,情報・通信業,株式会社コラボス,39080
JP,S,100,E36670,その他製品,株式会社コラントッテ,77920
JP,B,65,E33928,サービス業,株式会社コレックホールディングス,65780
JP,B,65,E27062,情報・通信業,株式会社コロプラ,36680
JP,C,50,E32022,銀行業,株式会社コンコルディア・フィナンシャルグループ,71860
JP,C,45,E01686,卸売業,株式会社コンセック,98950
JP,S,95,E36367,サービス業,株式会社コンフィデンス・インターワークス,73740
IFRS,S,80,E33864,サービス業,株式会社コンヴァノ,65740
JP,S,95,E22460,情報・通信業,株式会社コーエーテクモホールディングス,36350
JP,S,93,E01049,化学,株式会社コーセー,49220
JP,C,50,E04075,不動産業,株式会社コーセーアールイー,32460
JP,S,80,E38178,サービス業,株式会社コーチ・エィ,93390
JP,C,55,E03474,小売業,株式会社ゴルフ・ドゥ,30320
JP,S,100,E00603,繊維製品,株式会社ゴールドウイン,81110
JP,A,70,E03971,不動産業,株式会社ゴールドクレスト,88710
JP,S,83,E37095,情報・通信業,株式会社サイエンスアーツ,44120
JP,S,93,E03305,小売業,株式会社サイゼリヤ,75810
JP,E,10,E05443,情報・通信業,株式会社サイトリ細胞研究所,37500
JP,S,83,E05072,サービス業,株式会社サイバーエージェント,47510
JP,S,95,E35354,情報・通信業,株式会社サイバーセキュリティクラウド,44930
JP,S,88,E30398,情報・通信業,株式会社サイバーリンクス,36830
JP,B,60,E35089,サービス業,株式会社サイバー・バズ,70690
JP,C,40,E38156,医薬品,株式会社サイフューズ,48920
JP,S,93,E37169,サービス業,株式会社サインド,42560
JP,B,68,E05181,情報・通信業,株式会社サカイホールディングス,94460
JP,S,93,E04218,陸運業,株式会社サカイ引越センター,90390
JP,S,83,E03178,小売業,株式会社サガミホールディングス,99000
JP,S,93,E37221,サービス業,株式会社サクシード,92560
JP,S,83,E03225,小売業,株式会社サックスバーホールディングス,99900
JP,S,93,E01685,機械,株式会社サトー,62870
JP,B,60,E02786,卸売業,株式会社サトー商会,99960
JP,C,50,E04964,サービス業,株式会社サニックス,46510
JP,S,83,E21381,サービス業,株式会社サニーサイドアップグループ,21800
JP,B,60,E37719,サービス業,株式会社サンウェルズ,92290
JP,S,93,E03352,小売業,株式会社サンエー,26590
JP,C,40,E01052,化学,株式会社サンエー化研,42340
JP,S,85,E38168,食料品,株式会社サンクゼール,29370
JP,S,88,E03071,卸売業,株式会社サンゲツ,81300
JP,S,85,E01954,電気機器,株式会社サンコー,69640
JP,A,73,E26086,不動産業,株式会社サンセイランディック,32770
JP,C,55,E00173,建設業,株式会社サンテック,19600
JP,D,35,E03245,小売業,株式会社サンデー,74500
JP,S,93,E03226,小売業,株式会社サンドラッグ,99890
JP,B,68,E05556,小売業,株式会社サンマルクホールディングス,33950
JP,S,90,E01296,鉄鋼,株式会社サンユウ,56970
JP,S,95,E02655,卸売業,株式会社サンリオ,81360
JP,S,83,E04353,倉庫・運輸関連,株式会社サンリツ,93660
JP,A,73,E34097,サービス業,株式会社サン・ライフホールディング,70400
JP,S,85,E31580,情報・通信業,株式会社サーバーワークス,44340
JP,S,80,E03408,小売業,株式会社サーラコーポレーション,27340
JP,S,93,E36840,情報・通信業,株式会社シイエヌエス,40760
JP,S,93,E22042,サービス業,株式会社シイエム・シイ,21850
JP,A,75,E36368,電気機器,株式会社シキノハイテック,66140
JP,S,100,E30130,サービス業,株式会社シグマクシス・ホールディングス,60880
JP,S,88,E05283,情報・通信業,株式会社システナ,23170
JP,S,100,E05516,情報・通信業,株式会社システム　ディ,38040
JP,B,63,E05643,情報・通信業,株式会社システムインテグレータ,38260
JP,S,83,E34111,情報・通信業,株式会社システムサポート,43960
JP,C,40,E02858,情報・通信業,株式会社システムソフト,75270
JP,S,93,E05487,情報・通信業,株式会社システムリサーチ,37710
JP,C,58,E05478,サービス業,株式会社シダー,24350
JP,S,83,E34509,情報・通信業,株式会社シノプス,44280
JP,S,88,E02257,輸送用機器,株式会社シマノ,73090
JP,S,85,E02839,卸売業,株式会社シモジマ,74820
JP,E,10,E32855,情報・通信業,株式会社シャノン,39760
JP,B,65,E03213,小売業,株式会社ショクブン,99690
JP,C,55,E21815,化学,株式会社ショーエイコーポレーション,93850
JP,D,30,E27894,サービス業,株式会社ショーケース,39090
JP,S,93,E33282,卸売業,株式会社シルバーライフ,92620
JP,S,83,E39161,情報・通信業,株式会社シンカ,149A0
JP,S,95,E32647,情報・通信業,株式会社シンクロ・フード,39630
JP,A,73,E32784,精密機器,株式会社シンシア,77820
JP,S,88,E04853,情報・通信業,株式会社シーイーシー,96920
JP,S,100,E05267,サービス業,株式会社シーティーエス,43450
JP,A,70,E02414,精密機器,株式会社シード,77430
JP,C,55,E23479,化学,株式会社シーボン,49260
IFRS,A,78,E37214,サービス業,株式会社シーユーシー,91580
JP,A,75,E03989,不動産業,株式会社シーラホールディングス,88870
JP,B,68,E33497,その他製品,株式会社シー・エス・ランバー,78080
JP,B,68,E03372,小売業,株式会社シー・ヴイ・エス・ベイエリア,26870
JP,E,15,E36666,情報・通信業,株式会社ジィ・シィ企画,40730
JP,S,95,E05625,サービス業,株式会社ジェイエイシーリクルートメント,21240
JP,A,75,E27506,サービス業,株式会社ジェイエスエス,60740
JP,S,90,E00858,化学,株式会社ジェイエスピー,79420
JP,B,65,E03495,小売業,株式会社ジェイグループホールディングス,30630
JP,A,73,E35187,サービス業,株式会社ジェイック,70730
IFRS,A,75,E01602,機械,株式会社ジェイテクト,64730
JP,S,93,E05569,サービス業,株式会社ジェイテック,24790
JP,S,83,E33777,金属製品,株式会社ジェイテックコーポレーション,34460
JP,E,0,E05241,卸売業,株式会社ジェイホールディングス,27210
JP,C,55,E36545,機械,株式会社ジェイ・イー・ティ,62280
JP,A,78,E25148,不動産業,株式会社ジェイ・エス・ビー,34800
JP,S,85,E02303,精密機器,株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）,77020
JP,B,68,E05348,情報・通信業,株式会社ジェクシード,37190
JP,C,50,E30881,小売業,株式会社ジェネレーションパス,31950
JP,S,95,E38541,情報・通信業,株式会社ジェノバ,55700
JP,D,20,E03004,卸売業,株式会社ジェリービーンズグループ,30700
JP,S,85,E03509,小売業,株式会社ジェーソン,30800
JP,A,70,E36078,サービス業,株式会社ジオコード,73570
JP,S,90,E40189,情報・通信業,株式会社ジグザグ,340A0
JP,S,95,E35289,サービス業,株式会社ジモティー,70820
JP,S,95,E04996,情報・通信業,株式会社ジャストシステム,46860
JP,S,100,E05204,情報・通信業,株式会社ジャストプランニング,42870
JP,D,38,E04768,その他金融業,株式会社ジャックス,85840
JP,A,78,E01595,機械,株式会社ジャノメ,64450
JP,B,60,E30841,証券、商品先物取引業,株式会社ジャパンインベストメントアドバイザー,71720
JP,S,85,E01474,輸送用機器,株式会社ジャパンエンジンコーポレーション,60160
JP,E,10,E30481,電気機器,株式会社ジャパンディスプレイ,67400
JP,C,40,E02357,精密機器,株式会社ジャパン・ティッシュエンジニアリング,77740
JP,B,63,E02254,輸送用機器,株式会社ジャムコ,74080
JP,A,70,E03141,小売業,株式会社ジュンテンドー,98350
JP,A,70,E03196,小売業,株式会社ジョイフル,99420
JP,S,88,E30501,小売業,株式会社ジョイフル本田,31910
JP,C,40,E39367,サービス業,株式会社ジンジブ,142A0
JP,S,93,E03471,小売業,株式会社ジンズホールディングス,30460
IFRS,B,68,E05712,医薬品,株式会社ジーエヌアイグループ,21600
JP,S,88,E05669,情報・通信業,株式会社ジーダット,38410
JP,S,85,E02228,金属製品,株式会社ジーテクト,59700
JP,S,93,E38684,卸売業,株式会社ジーデップ・アドバンス,58850
IFRS,S,90,E33615,情報・通信業,株式会社ジーニー,65620
JP,D,25,E36398,情報・通信業,株式会社ジーネクスト,41790
JP,D,30,E03370,小売業,株式会社ジーフット,26860
JP,C,50,E24998,情報・通信業,株式会社ジー・スリーホールディングス,36470
JP,S,100,E04497,情報・通信業,株式会社スカパーＪＳＡＴホールディングス,94120
IFRS,A,73,E05187,情報・通信業,株式会社スカラ,48450
JP,S,83,E04859,情報・通信業,株式会社スクウェア・エニックス・ホールディングス,96840
JP,S,83,E03054,小売業,株式会社スクロール,80050
JP,C,50,E02780,卸売業,株式会社スズケン,99870
JP,A,75,E32736,小売業,株式会社スタジオアタオ,35500
JP,S,83,E03393,サービス業,株式会社スタジオアリス,23050
JP,S,93,E36155,情報・通信業,株式会社スタメン,40190
JP,B,60,E26084,空運業,株式会社スターフライヤー,92060
JP,S,100,E04925,サービス業,株式会社ステップ,97950
JP,S,85,E35563,医薬品,株式会社ステムセル研究所,70960
JP,C,55,E34999,医薬品,株式会社ステムリム,45990
JP,S,100,E32380,サービス業,株式会社ストライク,61960
JP,B,65,E03506,小売業,株式会社ストリーム,30710
JP,C,55,E05088,情報・通信業,株式会社ストリームメディアコーポレーション,47720
JP,C,55,E37595,不動産業,株式会社ストレージ王,29970
JP,A,78,E34053,サービス業,株式会社スプリックス,70300
JP,S,88,E04902,サービス業,株式会社スペース,96220
JP,B,63,E35330,情報・通信業,株式会社スペースマーケット,44870
JP,S,90,E35323,サービス業,株式会社スポーツフィールド,70800
JP,S,83,E38200,サービス業,株式会社スマサポ,93420
JP,S,100,E34643,情報・通信業,株式会社スマレジ,44310
JP,A,73,E38205,情報・通信業,株式会社スマートドライブ,51370
JP,C,40,E31524,情報・通信業,株式会社スマートバリュー,94170
JP,S,88,E03286,小売業,株式会社スリーエフ,75440
JP,D,30,E25884,精密機器,株式会社スリー・ディー・マトリックス,77770
JP,B,68,E01435,金属製品,株式会社スーパーツール,59900
JP,A,75,E33025,電気機器,株式会社ズーム,66940
JP,A,70,E00447,食料品,株式会社セイヒョー,28720
JP,A,75,E37304,サービス業,株式会社セイファート,92130
JP,B,65,E36859,情報・通信業,株式会社セキュア,42640
JP,B,60,E05606,情報・通信業,株式会社セキュアヴェイル,30420
JP,S,88,E04889,情報・通信業,株式会社セゾンテクノロジー,96400
JP,A,75,E05400,情報・通信業,株式会社セック,37410
JP,C,45,E03623,銀行業,株式会社セブン銀行,84100
JP,S,80,E03462,小売業,株式会社セブン＆アイ・ホールディングス,33820
IFRS,S,93,E05206,サービス業,株式会社セプテーニ・ホールディングス,42930
JP,S,93,E32397,サービス業,株式会社セラク,61990
JP,S,93,E03418,小売業,株式会社セリア,27820
JP,S,95,E26231,情報・通信業,株式会社セルシス,36630
JP,C,45,E24158,精密機器,株式会社セルシード,77760
JP,A,73,E35610,サービス業,株式会社セルム,73670
JP,S,88,E37456,不動産業,株式会社セレコーポレーション,50780
JP,A,78,E30919,情報・通信業,株式会社セレス,36960
JP,A,78,E04899,サービス業,株式会社セレスポ,96250
JP,S,90,E05238,不動産業,株式会社センチュリー２１・ジャパン,88980
JP,A,78,E35504,情報・通信業,株式会社ゼネテック,44920
JP,B,65,E31321,小売業,株式会社ゼネラル・オイスター,32240
IFRS,S,93,E04230,陸運業,株式会社ゼロ,90280
JP,A,73,E03291,小売業,株式会社ゼンショーホールディングス,75500
JP,S,88,E00717,情報・通信業,株式会社ゼンリン,94740
JP,C,40,E22461,情報・通信業,株式会社ソケッツ,36340
JP,S,93,E37978,電気機器,株式会社ソシオネクスト,65260
JP,S,80,E01504,機械,株式会社ソディック,61430
JP,B,60,E00569,繊維製品,株式会社ソトー,35710
JP,B,60,E00279,建設業,株式会社ソネック,17680
JP,B,63,E02428,その他製品,株式会社ソノコム,79020
IFRS,B,65,E01978,情報・通信業,株式会社ソフィアホールディングス,69420
JP,S,100,E05376,情報・通信業,株式会社ソフトウェア・サービス,37330
JP,S,100,E05485,情報・通信業,株式会社ソフトクリエイトホールディングス,33710
JP,S,80,E05297,情報・通信業,株式会社ソフトフロントホールディングス,23210
JP,S,88,E01057,化学,株式会社ソフト９９コーポレーション,44640
JP,B,68,E39483,情報・通信業,株式会社ソラコム,147A0
JP,A,78,E04878,サービス業,株式会社ソラスト,61970
JP,S,88,E05592,情報・通信業,株式会社ソリトンシステムズ,30400
JP,S,85,E39760,情報・通信業,株式会社タイミー,215A0
JP,S,80,E39645,医薬品,株式会社タウンズ,197A0
JP,S,93,E05576,サービス業,株式会社タウンニュース社,24810
JP,S,85,E01617,機械,株式会社タカキタ,63250
JP,D,30,E03093,小売業,株式会社タカキュー,81660
JP,A,70,E00871,化学,株式会社タカギセイコー,42420
JP,C,45,E02888,卸売業,株式会社タカショー,75900
JP,S,83,E02787,卸売業,株式会社タカチホ,82250
JP,B,63,E01715,機械,株式会社タカトリ,63380
JP,C,45,E05493,サービス業,株式会社タカミヤ,24450
JP,S,93,E37197,サービス業,株式会社タカヨシホールディングス,92590
JP,S,93,E02450,その他製品,株式会社タカラトミー,78670
JP,B,63,E01469,機械,株式会社タクマ,60130
JP,S,93,E01711,機械,株式会社タクミナ,63220
JP,C,58,E39259,不動産業,株式会社タスキホールディングス,166A0
JP,A,73,E01613,機械,株式会社タダノ,63950
JP,S,85,E02210,輸送用機器,株式会社タチエス,72390
JP,S,88,E04887,サービス業,株式会社タナベコンサルティンググループ,96440
JP,S,85,E01786,電気機器,株式会社タムラ製作所,67680
JP,S,100,E02308,精密機器,株式会社タムロン,77400
JP,S,90,E03340,小売業,株式会社ダイイチ,76430
JP,B,65,E30133,その他製品,株式会社ダイキアクシス,42450
JP,S,80,E01325,金属製品,株式会社ダイケン,59000
JP,S,80,E05070,サービス業,株式会社ダイサン,47500
JP,S,85,E00501,食料品,株式会社ダイショー,28160
JP,S,100,E04931,サービス業,株式会社ダイセキ,97930
JP,A,78,E00818,化学,株式会社ダイセル,42020
JP,B,60,E00550,繊維製品,株式会社ダイドーリミテッド,32050
JP,S,93,E01551,機械,株式会社ダイフク,63830
JP,S,93,E39476,サービス業,株式会社ダイブ,151A0
JP,A,78,E01750,電気機器,株式会社ダイヘン,66220
IFRS,S,83,E35931,サービス業,株式会社ダイレクトマーケティングミックス,73540
JP,S,85,E04926,サービス業,株式会社ダスキン,46650
JP,S,88,E35170,小売業,株式会社ダブルエー,76830
JP,S,100,E31957,情報・通信業,株式会社ダブルスタンダード,39250
IFRS,S,80,E32620,情報・通信業,株式会社チェンジホールディングス,39620
JP,S,93,E02286,電気機器,株式会社チノー,68500
JP,A,78,E26444,サービス業,株式会社チャーム・ケア・コーポレーション,60620
JP,A,70,E03077,小売業,株式会社チヨダ,81850
JP,A,73,E34225,情報・通信業,株式会社チームスピリット,43970
JP,C,50,E02017,電気機器,株式会社ツインバード,68970
JP,C,58,E05411,サービス業,株式会社ツカダ・グローバルホールディング,24180
JP,D,30,E02588,卸売業,株式会社ツカモトコーポレーション,80250
IFRS,S,90,E01480,機械,株式会社ツガミ,61010
JP,C,45,E35028,不動産業,株式会社ツクルバ,29780
JP,B,63,E03180,その他製品,株式会社ツツミ,79370
JP,S,80,E33272,サービス業,株式会社ツナググループ・ホールディングス,65510
IFRS,B,65,E31954,機械,株式会社ツバキ・ナカシマ,64640
JP,S,100,E01018,医薬品,株式会社ツムラ,45400
JP,A,75,E03464,小売業,株式会社ツルハホールディングス,33910
JP,A,78,E05585,サービス業,株式会社ティア,24850
JP,C,50,E02848,卸売業,株式会社ティムコ,75010
JP,A,75,E02155,輸送用機器,株式会社ティラド,72360
JP,B,68,E20616,不動産業,株式会社ティーケーピー,34790
JP,A,78,E05248,サービス業,株式会社テイクアンドギヴ・ニーズ,43310
JP,S,80,E03319,小売業,株式会社テイツー,76100
JP,S,88,E02242,輸送用機器,株式会社テイン,72170
JP,D,20,E38523,金属製品,株式会社テクニスコ,29620
JP,A,70,E01628,機械,株式会社テクノスマート,62460
JP,S,83,E35294,金属製品,株式会社テクノフレックス,34490
JP,D,35,E05445,情報・通信業,株式会社テクノマセマティカル,37870
JP,S,83,E02345,電気機器,株式会社テクノメディカ,66780
JP,C,58,E38256,情報・通信業,株式会社テクノロジーズ,52480
JP,S,88,E00225,建設業,株式会社テクノ菱和,19650
JP,A,78,E02049,機械,株式会社テセック,63370
JP,S,85,E00232,建設業,株式会社テノックス,19050
JP,B,60,E34276,サービス業,株式会社テノ．ホールディングス,70370
JP,S,83,E31453,情報・通信業,株式会社テラスカイ,39150
JP,S,90,E24994,電気機器,株式会社テラプローブ,66270
JP,C,55,E37914,卸売業,株式会社テリロジーホールディングス,51330
JP,S,88,E04414,情報・通信業,株式会社テレビ朝日ホールディングス,94090
JP,S,90,E24545,情報・通信業,株式会社テレビ東京ホールディングス,94130
JP,S,93,E36637,情報・通信業,株式会社テンダ,41980
JP,S,88,E02953,卸売業,株式会社テンポスホールディングス,27510
JP,A,73,E00926,不動産業,株式会社テーオーシー,88410
JP,C,45,E03169,卸売業,株式会社テーオーホールディングス,98120
JP,S,83,E05100,サービス業,株式会社テー・オー・ダブリュー,47670
JP,S,88,E04072,不動産業,株式会社ディア・ライフ,32450
JP,A,78,E25620,情報・通信業,株式会社ディジタルメディアプロフェッショナル,36520
JP,S,100,E01506,機械,株式会社ディスコ,61460
JP,S,88,E32795,サービス業,株式会社ディスラプターズ,65380
JP,S,85,E34335,情報・通信業,株式会社ディ・アイ・システム,44210
JP,S,85,E04940,サービス業,株式会社ディーエムエス,97820
IFRS,S,90,E05460,サービス業,株式会社ディー・エヌ・エー,24320
JP,C,50,E30466,情報・通信業,株式会社ディー・エル・イー,36860
JP,S,88,E02877,輸送用機器,株式会社デイトナ,72280
IFRS,S,80,E36629,サービス業,株式会社デコルテ・ホールディングス,73720
JP,A,73,E36961,サービス業,株式会社デジタリフト,92440
IFRS,A,70,E05156,情報・通信業,株式会社デジタルガレージ,48190
JP,A,78,E27655,サービス業,株式会社デジタルハーツホールディングス,36760
IFRS,D,30,E30856,情報・通信業,株式会社デジタルプラス,36910
JP,A,73,E05374,サービス業,株式会社デジタルホールディングス,23890
JP,B,65,E32468,不動産業,株式会社デュアルタップ,34690
JP,B,65,E36711,情報・通信業,株式会社デリバリーコンサルティング,92400
JP,S,80,E00488,食料品,株式会社デルソーレ,28760
JP,A,70,E02666,卸売業,株式会社デンキョーグループホールディングス,81440
IFRS,S,88,E01892,輸送用機器,株式会社デンソー,69020
JP,D,30,E22024,医薬品,株式会社デ・ウエスタン・セラピテクス研究所,45760
JP,E,15,E21553,情報・通信業,株式会社データホライゾン,36280
JP,S,88,E05688,情報・通信業,株式会社データ・アプリケーション,38480
JP,E,10,E35238,サービス業,株式会社トゥエンティーフォーセブン,70740
JP,S,83,E00768,化学,株式会社トクヤマ,40430
JP,S,93,E05073,サービス業,株式会社トスネット,47540
JP,D,30,E03336,小売業,株式会社トップカルチャー,76400
JP,C,50,E03678,銀行業,株式会社トマト銀行,85420
JP,S,80,E02668,卸売業,株式会社トミタ,81470
IFRS,A,78,E40423,精密機器,株式会社トヨコー,341A0
JP,C,55,E05183,サービス業,株式会社トライアイズ,48400
JP,C,55,E38525,小売業,株式会社トライアルホールディングス,141A0
JP,S,100,E24753,その他製品,株式会社トランザクション,78180
JP,B,65,E38491,情報・通信業,株式会社トランザクション・メディア・ネットワークス,52580
JP,C,50,E05317,サービス業,株式会社トランスジェニックグループ,23420
JP,A,70,E33323,電気機器,株式会社トラース・オン・プロダクト,66960
JP,C,58,E38162,サービス業,株式会社トリドリ,93370
IFRS,A,70,E03468,小売業,株式会社トリドールホールディングス,33970
JP,C,40,E37458,情報・通信業,株式会社トリプルアイズ,50260
JP,S,93,E03520,小売業,株式会社トレジャー・ファクトリー,30930
JP,C,55,E33553,情報・通信業,株式会社トレードワークス,39970
JP,A,70,E01441,金属製品,株式会社トーアミ,59730
JP,A,75,E00556,繊維製品,株式会社トーア紡コーポレーション,32040
JP,A,78,E00076,建設業,株式会社トーエネック,19460
JP,S,88,E03454,小売業,株式会社トーエル,33610
JP,S,83,E04826,サービス業,株式会社トーカイ,97290
JP,C,45,E05137,情報・通信業,株式会社トーシンホールディングス,94440
JP,A,78,E05042,情報・通信業,株式会社トーセ,47280
JP,S,80,E02665,卸売業,株式会社トーホー,81420
JP,A,70,E02946,卸売業,株式会社トーメンデバイス,27370
JP,S,80,E00669,パルプ・紙,株式会社トーモク,39460
JP,D,35,E01165,ガラス・土石製品,株式会社トーヨーアサノ,52710
JP,S,88,E02840,卸売業,株式会社ドウシシャ,74830
JP,S,88,E03518,小売業,株式会社ドトール・日レスホールディングス,30870
JP,B,60,E05552,情報・通信業,株式会社ドリコム,37930
JP,A,75,E05221,サービス業,株式会社ドリームインキュベータ,43100
JP,S,85,E39009,情報・通信業,株式会社ドリーム・アーツ,48110
JP,S,95,E05289,情報・通信業,株式会社ドーン,23030
JP,B,65,E00571,繊維製品,株式会社ナイガイ,80130
JP,S,100,E02331,精密機器,株式会社ナカニシ,77160
JP,C,55,E00105,建設業,株式会社ナカノフドー建設,18270
JP,S,83,E00260,建設業,株式会社ナカボーテック,17870
JP,S,100,E31575,機械,株式会社ナガオカ,62390
JP,S,83,E04824,サービス業,株式会社ナガセ,97330
JP,C,55,E02660,卸売業,株式会社ナガホリ,81390
JP,S,93,E04867,サービス業,株式会社ナガワ,96630
JP,A,78,E04934,サービス業,株式会社ナック,97880
JP,C,50,E03421,小売業,株式会社ナフコ,27900
JP,S,83,E39158,サービス業,株式会社ナルネットコミュニケーションズ,58700
IFRS,S,93,E38728,サービス業,株式会社ナレルグループ,91630
JP,S,85,E02447,輸送用機器,株式会社ナンシン,73990
JP,S,85,E02011,卸売業,株式会社ナ・デックス,74350
JP,S,93,E00890,化学,株式会社ニイタカ,44650
IFRS,S,80,E02271,精密機器,株式会社ニコン,77310
JP,S,80,E01456,機械,株式会社ニチダイ,64670
JP,C,50,E03304,小売業,株式会社ニチリョク,75780
JP,S,93,E01114,ゴム製品,株式会社ニチリン,51840
JP,S,93,E00446,食料品,株式会社ニチレイ,28710
JP,S,88,E01188,ガラス・土石製品,株式会社ニッカトー,53670
JP,B,63,E02171,輸送用機器,株式会社ニッキ,60420
JP,S,85,E02494,化学,株式会社ニックス,42430
JP,S,80,E00014,水産・農林業,株式会社ニッスイ,13320
JP,B,60,E33910,建設業,株式会社ニッソウ,14440
JP,A,75,E00035,機械,株式会社ニッチツ,70210
JP,S,90,E05065,建設業,株式会社ニットー,17380
JP,S,93,E01120,その他製品,株式会社ニッピ,79320
JP,S,93,E00345,食料品,株式会社ニップン,20010
IFRS,S,93,E03144,小売業,株式会社ニトリホールディングス,98430
JP,S,93,E02386,化学,株式会社ニフコ,79880
JP,S,93,E02072,電気機器,株式会社ニューテック,67340
JP,S,100,E02411,電気機器,株式会社ニレコ,68630
JP,S,93,E33367,情報・通信業,株式会社ニーズウェル,39920
JP,S,90,E37435,サービス業,株式会社ヌーラボ,50330
JP,S,95,E31902,情報・通信業,株式会社ネオジャパン,39210
JP,A,70,E36532,情報・通信業,株式会社ネオマーケティング,41960
JP,C,40,E05702,電気機器,株式会社ネクスグループ,66340
JP,A,75,E27693,小売業,株式会社ネクステージ,31860
JP,S,83,E05677,情報・通信業,株式会社ネクストジェン,38420
IFRS,S,100,E25850,情報・通信業,株式会社ネクソン,36590
JP,C,55,E38957,情報・通信業,株式会社ネットスターズ,55900
IFRS,B,63,E37194,情報・通信業,株式会社ネットプロテクションズホールディングス,73830
JP,S,100,E24991,化学,株式会社ノエビアホールディングス,49280
JP,S,83,E01166,ガラス・土石製品,株式会社ノザワ,52370
JP,A,78,E03235,小売業,株式会社ノジマ,74190
JP,A,70,E00636,その他製品,株式会社ノダ,78790
JP,A,75,E37468,建設業,株式会社ノバック,50790
