edinet_code,fiscal_year,industry,name,rank,sec_code,unit,value
E38683,2025,情報・通信業,株式会社グリッド,87,55820,%,89.2
E41081,2025,証券、商品先物取引業,株式会社ＦＵＮＤＩＮＮＯ,88,462A0,%,89.2
E01251,2025,鉄鋼,中部鋼鈑株式会社,89,54610,%,89.0
E01946,2025,電気機器,ファナック株式会社,90,69540,%,89.0
E04034,2025,不動産業,グローム・ホールディングス株式会社,91,89380,%,88.9
E36002,2025,情報・通信業,東和ハイシステム株式会社,92,41720,%,88.9
E01939,2025,電気機器,ヒロセ電機株式会社,93,68060,%,88.8
E04015,2025,不動産業,株式会社ランド,94,89180,%,88.8
E05351,2025,サービス業,株式会社メディネット,95,23700,%,88.8
E33382,2025,化学,大阪油化工業株式会社,96,41240,%,88.8
E40640,2025,化学,株式会社リップス,97,373A0,%,88.8
E00923,2025,医薬品,塩野義製薬株式会社,98,45070,%,88.7
E04496,2025,情報・通信業,株式会社朝日ネット,99,38340,%,88.5
E24158,2024,精密機器,株式会社セルシード,100,77760,%,88.5
