edinet_code,fiscal_year,industry,name,rank,sec_code,unit,value
E00381,2025,食料品,モロゾフ株式会社,90,22170,%,119.0995
E03283,2025,食料品,株式会社柿安本店,91,22940,%,118.8811
E06141,2025,保険業,第一生命ホールディングス株式会社,92,87500,%,118.1544
E03289,2025,医薬品,株式会社中京医薬品,93,45580,%,117.9245
E02315,2025,繊維製品,株式会社ホギメディカル,94,35930,%,117.6817
E05206,2024,サービス業,株式会社セプテーニ・ホールディングス,95,42930,%,117.636
E02380,2025,輸送用機器,テイ・エス　テック株式会社,96,73130,%,117.4141
E05153,2025,サービス業,株式会社メンバーズ,97,21300,%,116.7883
E37412,2025,銀行業,株式会社プロクレアホールディングス,98,73840,%,115.7407
E25206,2025,情報・通信業,株式会社駅探,99,36460,%,115.2263
E00436,2025,食料品,味の素株式会社,100,28020,%,114.6625
